,Landfill Name,Physical Address,City,State,County,Zip Code,Latitude,Longitude
1803,Bobmeyer Road MSW Landfill,2841 Bobmeyer Road,Fairfield,OH,Butler,45014,39.360322,-84.52592299999999
1805,Carbon Limestone LF,8100 South Stateline Road,Lowellville,OH,Mahoning,44436,41.00163,-80.51899999999999
1806,Celina Landfill,6141 Depweg Road,Celina,OH,Mercer,45822,40.451412,-84.563404
1807,"Central Waste, Inc. LF",12003 Oyster Road,Alliance,OH,Mahoning,44601,40.9464,-81.0771
1808,"Cherokee Run Landfill, Inc.",2946 U.S. Route 68 North,Bellefontaine,OH,Logan,43311,40.4145,-83.725
1809,City of Brooklyn LF,9400 Memphis Avenue,Brooklyn,OH,Cuyahoga,44144,41.443999999999996,-81.7515
1811,City of Xenia LF,966 Towler Road,Xenia,OH,Greene,45385,39.698769,-83.947572
1812,CLD Landfill,9960 S. Range Road,Salem,OH,Mahoning,44460,40.95,-80.845
1813,Cleveland Land Development LF,1329 East Schaaf Road,Brooklyn Heights,OH,Cuyahoga,44130,41.411102,-81.655233
1814,"Coshocton Landfill, Inc.",19469 County Road No 7,Coshocton,OH,Coshocton,43812,40.224000000000004,-81.82600000000001
1815,County Environmental Landfill of Wyandot,11164 County Road #4,Carey,OH,Wyandot,43316,40.91,-83.33
1816,Countywide Recycling & Disposal LF,"3619 Gracemont Street, S.W.",East Sparta,OH,Stark,44626,40.66683,-81.42369000000001
1817,Crawford County Sanitary LF,5128 Lincoln Highway East,Bucyrus,OH,Crawford,44820,40.8215,-82.869
1818,Cuyahoga Regional Sanitary LF,"6640 Cochran Road
28625 Ambina Drive",Solon,OH,Cuyahoga,44139,41.38023,-81.46918000000001
1819,Defiance County Landfill,13207 Canal Road,Defiance,OH,Defiance,43512,41.251999999999995,-84.412224
1820,Duck Creek,State Route 26,Marietta,OH,Washington,45750,39.4322,-81.3754
1821,"East Liverpool LF, Inc.",44295 Y&O Road,Wellsville,OH,Columbiana,43968,40.688,-80.673
1822,ELDA RDF,5701 Este Avenue,Cincinnati,OH,Hamilton,45232,39.1874,-84.5132
1823,Erie County SLF,10102 Hoover Road,Milan,OH,Erie,44846,41.343999999999994,-82.6035
1824,Evergreen Recycling & Disposal LF,2625 East Broadway Street,Northwood,OH,Wood,43619,41.605979999999995,-83.51224
1826,Franklin County SLF,3851 London-Groveport Road SR-665,Grove City,OH,Franklin,43123,39.84186,-83.10904000000001
1827,Gallia County LF,497 Roush Hollow Road,Bidwell,OH,Gallia,45614,38.984,-82.23899999999999
1828,Geneva Landfill,4339 Tuttle Road,Geneva,OH,Ashtabula,44041,41.793893,-80.905227
1829,Glenwillow Landfill,30300 Pettibone Road,Solon,OH,Cuyahoga,44139,41.356773,-81.463901
1830,Hancock County Sanitary LF,"10400 Allen Township Road 107
3763 County Road 140",Findlay,OH,Hancock,45840,41.1125,-83.6785
1831,Henry County LF,L-622 Twp. Road 11,Napoleon,OH,Henry,43545,41.335,-84.066
1832,Hoffman Road Sanitary LF,3962 Hoffman Road,Toledo,OH,Lucas,43611,41.6933,-83.5056
1833,Holmes County LF,6601 Twp Road 326,Millersburg,OH,Holmes,44654,40.595,-81.896
1834,Huron County LF,2415 Townline Road 131 W,Willard,OH,Huron,44890,41.1412,-82.6875
1835,Kimble Sanitary LF,3596 SR 39 NW,Dover,OH,Tuscarawas,44622,40.511390000000006,-81.54137
1836,Lake County Recycling and Disposal Facility,7166 Brooklane Road,Chesterland,OH,Geauga,44026,41.571999999999996,-81.3815
1837,Lake County SWF,2039 Blase Nemeth Road,Painesville,OH,Lake,44077,41.756,-81.2004
1838,Lorain County Landfill I & II,"43502 Oberlin-Elyria Road
State Route 511",Oberlin,OH,Lorain,44074,41.305,-82.175
1839,Mahoning LF,3510 E. Garfield Road,New Springfield,OH,Mahoning,44443,40.914603,-80.58563199999999
1840,Middletown City LF,"3500 Terry Drive
off Carmody Boulevard",Middletown,OH,Butler,45042,39.5392,-84.3707
1841,Model Landfill,3299 Jackson Pike,Grove City,OH,Franklin,43123,39.89583,-83.03067
1842,Mt. Eaton East Landfill,8544 W Lebanon Road (Township Road 105),Navarre,OH,Wayne,44662,40.695,-81.655
1843,Muskingum,2175 Adamsville Road,Zanesville,OH,Muskingum,43701,39.964539,-81.969802
1844,Noble Road LF,170 Noble Road East,Shiloh,OH,Richland,44878,40.97586,-82.48737
1845,North Sanitary Landfill,4200 Pinnacle Road,Dayton,OH,Montgomery,45418,39.6966,-84.2544
1846,Ottawa County LF,530 North Camp Road,Port Clinton,OH,Ottawa,43452,41.525,-83.03299999999999
1847,Pike Sanitation LF,11775 State Route 220 E,Waverly,OH,Pike,45690,39.085770000000004,-82.96376
1848,Pine Grove Landfill,"5131 Drinkle Road, S.W.",Amanda,OH,Fairfield,43102,39.590021,-82.71236999999999
1849,Preble County SLF,4239 US Route 127 South,Eaton,OH,Preble,45320,39.7446,-84.6525
1850,Putnam County LF,H-11,Ottawa,OH,Putnam,45875,41.059988,-84.082611
1851,Royalton Road Sanitary LF,"9100 Market Place
3401 East Royalton Road",Broadview Heights,OH,Cuyahoga,44147,41.3205,-81.6645
1852,Rumpke Brown County Landfill,9427 Beyers Road,Georgetown,OH,Brown,45121,38.8973,-83.9018
1853,"Rumpke SLF, Inc.","10795 Hughes Road
3800 Struble Road",Cincinnati,OH,Hamilton,45251,39.2745,-84.59822
1854,Seneca East Landfill,2780 County Road 43,Republic,OH,Seneca,44867,41.16111,-83.05384000000001
1855,Springfield Landfill,3850 Lower Valley Pike,Springfield,OH,Clark,45506,39.914167,-83.8835
1856,State Wide LF,4720 Dueber Avenue SW,Canton,OH,Stark,44706,40.7432,-81.3986
1857,Stony Hollow Landfill Inc.,2460 S Gettysburg Avenue,Dayton,OH,Montgomery,45418,39.71552,-84.25222
1858,Suburban South R&D,3415 Township Road 447,Glenford,OH,Perry,43739,39.876,-82.2885
1859,"Sunny Farms Landfill, LLC",12500 West County Road 18,Fostoria,OH,Seneca,44830,41.108433000000005,-83.413297
1860,Tremont LF,3108 Snyder-Domer Road,Springfield,OH,Clark,45502,40.02,-83.85799999999999
1861,"Triangle Landfill, Inc.",1700 Salem Road,South Salem,OH,Ross,45123,39.319,-83.3245
1862,Tunnel Hill Reclamation Landfill,"8822 Tunnel Hill Road
2500 Town Highway 205",New Lexington,OH,Perry,43764,39.735838,-82.158251
1863,Williams County LF,12539 County Road G,Bryan,OH,Williams,43506,41.51385,-84.5815
1864,Willowcreek Landfill,1043 State Route 225,Atwater,OH,Portage,44201,41.017464000000004,-81.09866099999999
1865,Wilmington Sanitary LF,397 S Nelson Avenue,Wilmington,OH,Clinton,45177,39.44,-83.8512
1866,Wood County Landfill,"15320 Tontogany Road
off U.S. Route 6",Bowling Green,OH,Wood,43402,41.3772,-83.7377
1867,"Absolute Waste Solutions, Inc. Landfill",23591 Brooksville Road,Tecumseh,OK,Pottawatomie,74873,35.22225,-96.96042
1868,Alderson Regional Landfill,201 S. 5th Street,Alderson,OK,Pittsburg,74522,34.928455,-95.764358
1869,American Environmental Landfill,212 N. 177th W. Avenue,Sand Springs,OK,Osage,74063,36.158803000000006,-96.19053199999999
1870,Broken Arrow LF,"21500 East 51st Street
51st Street & 225th East Avenue",Broken Arrow,OK,Wagoner,74014,36.0899,-95.726
1871,Canadian Valley Landfill,48210 East Independence Street,Shawnee,OK,Pottawatomie,74801,35.34758,-96.80372
1872,Center Point Landfill,101422 South 3570 Road,Prague,OK,Lincoln,74864,35.543890999999995,-96.647746
1873,Cherokee Nation SLF,Cherokee Nation Landfill Road,Stilwell,OK,Adair,74960,35.71223,-94.63731999999999
1876,City of Okmulgee Landfill,17480 South 270 Road,Morris,OK,Okmulgee,74447,35.603246999999996,-95.890227
1877,City of Sallisaw Solid Waste Disposal Facility,"N4660 Road
2.5 mi E of Sallisaw off Hwy 64",Sallisaw,OK,Sequoyah,74955,35.414165999999994,-94.74480600000001
1878,East Oak SLF,3201 Mosley Road,Oklahoma City,OK,Oklahoma,73141,35.50373,-97.41513
1880,Enid City Landfill,1313 E. Southgate Road,Enid,OK,Garfield,73701,36.36195,-97.859154
1881,Fillsand Landfill,8701 West Reno,Oklahoma City,OK,Oklahoma,73127,35.4658,-97.66799999999999
1882,Great Plains Landfill,"Off County Road EW125
2 miles W of US Hwy 81",Pocasset,OK,Grady,73079,35.195178999999996,-97.992425
1883,Lawton LF,8902 SW 11th Street,Lawton,OK,Comanche,73501,34.523,-98.4
1885,Muskogee Community LF,2801 S. 54th Street W,Muskogee,OK,Muskogee,74401,35.71897,-95.42966
1886,Newcastle Landfill,1741 North Portland Avenue,Newcastle,OK,McClain,73065,35.26531,-97.58247
1889,Oklahoma City Landfill,7600 SW 15th Street,Oklahoma City,OK,Oklahoma,73128,35.4455,-97.64
1890,Oklahoma Environmental Management Authority (OEMA) Landfill,20435 SW 29th Street,Union City,OK,Canadian,73090,35.438,-97.9255
1891,Osage Landfill,83 County Road 2712,Bartlesville,OK,Osage,74003,36.717611,-96.01274699999999
1893,Perkins,2417 North Marine Drive,Stillwater,OK,Payne,74075,36.15,-97.04299999999999
1894,Ponca City Landfill,2501 West Riverview Road,Ponca City,OK,Kay,74601,36.647,-97.11
1895,Porter Landfill,19960 S. 381st E. Avenue,Porter,OK,Wagoner,74454,35.85034,-95.51475
1896,Quarry LF,4041 N. 141st East Avenue,Tulsa,OK,Tulsa,74116,36.20683,-95.83306
1897,Red Carpet Landfill Inc.,N2700 Road,Meno,OK,Major,73760,36.458,-98.19
1899,Sooner Landfill,36339 E. West 127,Wewoka,OK,Seminole,74884,35.18,-96.546
1900,Southeast OKC Landfill,7001 S. Bryant Street,Oklahoma City,OK,Oklahoma,73149,35.3972,-97.4592
1901,Southern OK Regional Disposal LF,31 Sord Drive,Ardmore,OK,Carter,73402,34.1891,-97.0382
1902,Southern Plains Landfill,"3198 County Street 2910
2 miles west of Alex on Hwy 19",Ninnekah,OK,Grady,73067,34.9326,-97.8132
1903,Stillwater Sanitary Landfill,1717 East Yost Road,Stillwater,OK,Payne,74075,36.209557000000004,-97.052136
1908,Coffin Butte LF,28972 Coffin Butte Road,Corvallis,OR,Benton,97330,44.69915,-123.22506000000001
1909,Columbia Ridge LF,18177 Cedar Springs Lane,Arlington,OR,Gilliam,97812,45.639234,-120.21723700000001
1910,Crook County Landfill,5601 SW Houston Lake Road,Prineville,OR,Crook,97754,44.303999999999995,-120.912
1911,Dry Creek Landfill,6260 Dry Creek Road,Eagle Point,OR,Jackson,97524,42.382,-122.773
1912,Finley Buttes Regional Landfill,73221 Bombing Range Road,Boardman,OR,Morrow,97818,45.7447,-119.62299999999999
1915,Klamath Falls LF,Old Fort Road,Klamath Falls,OR,Klamath,97601,42.233493,-121.750684
1916,Knott Landfill,61050 SE 27th Street,Bend,OR,Deschutes,97702,44.01,-121.255
1920,"Riverbend Landfill Company, Inc.",13469 SW Highway 18,McMinnville,OR,Yamhill,97128,45.161,-123.24700000000001
1921,Roseburg LF,376 Roseburg Landfill Road,Roseburg,OR,Douglas,97470,43.1859,-123.37899999999999
1922,Rossman's Landfill,1101 Abernathy Road,Oregon City,OR,Clackamas,97045,45.365167,-122.58883300000001
1923,Short Mountain LF,84777 Dillard Access Road,Eugene,OR,Lane,97405,43.9792,-123.0088
1924,South Stage Landfill,4761 South Stage Road,Jacksonville,OR,Jackson,97530,42.302,-122.956
1925,St. Johns LF,9387 N. Columbia Boulevard,Portland,OR,Multnomah,97203,45.6083,-122.7589
1927,Wasco County Landfill,2550 Steele Road,The Dalles,OR,Wasco,97058,45.56129,-121.14088999999998
1928,"Adams Sanitation Company, Inc. Landfill",355 Clouser Road,Hanover,PA,Adams,17331,39.7265,-77.0365
1929,"Advanced Disposal Chestnut Valley Landfill, Inc.",1184 McClellandtown Road,McClellandtown,PA,Fayette,15458,39.897,-79.8388
1930,Advanced Disposal Greentree Landfill,635 Toby Road,Kersey,PA,Elk,15846,41.2953,-78.6469
1931,Advanced Disposal Services Sandy Run Landfill,995 Landfill Road,Hopewell,PA,Bedford,16650,40.132,-78.19800000000001
1932,Alliance SLF,398 South Keyser Avenue,Taylor,PA,Lackawanna,18517,41.398,-75.735
1933,Amity LF Environmental & Recycling Services,1100 Union Street,Taylor,PA,Lackawanna,18517,41.39188,-75.72743
1934,Arden LF,200 Rangos Lane,Washington,PA,Washington,15301,40.2083,-80.2647
1935,Bethlehem Landfill,2335 Applebutter Road,Bethlehem,PA,Northampton,18015,40.625,-75.307
1936,Blue Ridge Landfill,"1660 Orchard Road
3747 White Church Road",Chambersburg,PA,Franklin,17202,39.97204,-77.55683
1937,Bradford County Landfill,"108 Steam Hollow Road
off U.S. Route 6",Troy,PA,Bradford,16947,41.777,-76.63
1939,Chrin Brothers LF,1225 Industrial Drive,Easton,PA,Northampton,18042,40.6658,-75.2275
1940,Commonwealth Environmental Systems (CES) LF,"99 Commonwealth Road
near Route 25 and I-81",Hegins,PA,Schuylkill,17938,40.675,-76.375
1941,Conestoga LF,420 Quarry Road,Morgantown,PA,Berks,19543,40.1806,-75.9144
1943,County Environmental Landfill of Clarion,344 Walley Run Drive,Leeper,PA,Clarion,16233,41.394,-79.289
1944,Cumberland County LF,135 Vaughn Road,Shippensburg,PA,Cumberland,17257,40.1344,-77.5039
1945,Dauphin Meadows LF,3035 Route 209,Millersburg,PA,Dauphin,17061,40.54772,-76.86955999999999
1948,Evergreen Landfill,"1310 Luciusboro Road
off Route 119 S",Blairsville,PA,Indiana,15717,40.493,-79.1373
1949,Fairless Landfill,1000 New Ford Mill Road,Morrisville,PA,Bucks,19067,40.151865,-74.758443
1951,Frey Farm-Creswell LF,3049 River Road,Conestoga,PA,Lancaster,17516,39.955047,-76.44621500000001
1952,Grand Central SLF,1963 Pen Argyl Road,Pen Argyl,PA,Northampton,18072,40.8581,-75.2619
1953,Greater Lebanon Refuse Authority LF,1610 Russell Road,Lebanon,PA,Lebanon,17046-1425,40.36401,-76.49443000000001
1954,Greenridge Reclamation Landfill,234 Landfill Road,Scottdale,PA,Westmoreland,15683,40.129,-79.5837
1955,GROWS Landfill,"1513 Bordentown Road
1000 New Ford Mill Road",Morrisville,PA,Bucks,19067,40.159344,-74.77669499999999
1957,Imperial Sanitary Landfill,11 Boggs Road,Imperial,PA,Allegheny,15126,40.43512,-80.29125
1958,J.J. Brunner LF,211 Brunner Road,Zelienople,PA,Beaver,16063,40.72,-80.1703
1959,Kelly Run SLF,1500 Hayden Boulevard,Elizabeth,PA,Allegheny,15037,40.255541,-79.87889799999999
1961,"Keystone Sanitary Landfill, Inc.",249 Dunham Drive,Dunmore,PA,Lackawanna,18512,41.427,-75.608
1964,Lake View LF,851 Robison Road East,Erie,PA,Erie,16509,42.0619,-80.0178
1965,Lanchester LF,7224 Division Highway,Narvon,PA,Lancaster,17555,40.1067,-75.9456
1967,Laurel Highlands LF,260 Laurel Ridge Road,Johnstown,PA,Cambria,15909,40.4321,-78.876
1969,Lycoming County Landfill,447 Alexander Drive Route 15,Montgomery,PA,Lycoming,17752,41.1519,-76.9194
1972,Mazzaro LF,Lincoln Highway,Clinton,PA,Allegheny,15026,40.4748,-80.285
1973,McKean County LF,19 Ness Lane,Kane,PA,McKean,16735,41.665,-78.6378
1974,Mifflin County Solid Waste Authority LF,"87 Landfill Road
off U.S. Route 522 North",Lewistown,PA,Mifflin,17044,40.618,-77.543
1975,Modern LF,4400 Mount Pisgah Road,York,PA,York,17406,39.955999999999996,-76.595
1977,Monroeville LF,600 Thomas Street Extension,Monroeville,PA,Allegheny,15146,40.405,-79.79
1979,"Mostoller Landfill, Inc.",7095 Glades Pike Route 31,Somerset,PA,Somerset,15501,39.9719,-78.9897
1980,Mountain View Reclamation Landfill,9446 Letzburg Road,Greencastle,PA,Franklin,17225,39.7947,-77.8033
1981,Northwest SLF,1436 West Sunbury Road,West Sunbury,PA,Butler,16061,41.019046,-79.901903
1982,Pine Grove Landfill Inc.,193 Shultz Road,Pine Grove,PA,Schuylkill,17963,40.56754,-76.40548000000001
1983,Pioneer Crossing LF,727 Redlane Road,Birdsboro,PA,Berks,19508,40.2736,-75.8139
1984,Pottstown LF,1425 Sell Road,Pottstown,PA,Montgomery,19464,40.27087,-75.66966
1986,Rolling Hills LF,583 Longview Road,Boyertown,PA,Berks,19512,40.3611,-75.7158
1989,SECCRA Community Landfill,219 Street Road,West Grove,PA,Chester,19390,39.867290000000004,-75.84115
1990,Seneca Landfill Inc.,421 Hartmann Road,Evans City,PA,Butler,16033,40.8117,-80.0783
1991,Shade Landfill,1176 No. 1 Road,Cairnbrook,PA,Somerset,15924,40.12039,-78.80218
1992,South Hills Landfill,3100 Hill Road,Library,PA,Allegheny,15129,40.27858,-79.99481999999999
1993,Southern Alleghenies LF,843 Miller Picking Road,Davidsville,PA,Somerset,15928,40.2361,-78.9
1995,Tullytown LF,200 Bordentown Road,Tullytown,PA,Bucks,19007,40.13,-74.805
1996,Valley LF,6015 Pleasant Valley Road,Irwin,PA,Westmoreland,15642,40.3881,-79.6742
1998,Wayne Township LF,264 Landfill Lane,Lock Haven,PA,Clinton,17745,41.1619,-77.345
1999,Western Berks Community Landfill & Recycling Center,455 Poplar Neck Road,Birdsboro,PA,Berks,19508,40.30281,-75.90865
2000,Westmoreland Waste SLF LLC,"900 Tyrol Boulevard
111 Conner Lane",Belle Vernon,PA,Westmoreland,15012,40.1443,-79.8593
2001,York County SLF,3969 Plank Road,Stewartstown,PA,York,17363,39.7831,-76.6262
2035,Central LF,65 Shun Pike,Johnston,RI,Providence,2919,41.80468,-71.50216
2036,Cranston Sanitary Landfill,1688 Pontiac Avenue,Cranston,RI,Providence,2920,41.7357,-71.4617
2037,Tiverton Landfill #2,3524 Main Road,Tiverton,RI,Newport,2878,41.583999999999996,-71.183
